1.248000000000000000e+03,7.643832754269882512e-01
1.249000000000000000e+03,7.651723298918978733e-01
1.250000000000000000e+03,7.659617476643708622e-01
1.251000000000000000e+03,7.667515229277895861e-01
1.252000000000000000e+03,7.675416497636479152e-01
1.253000000000000000e+03,7.683321221496955955e-01
1.254000000000000000e+03,7.691229339580455404e-01
1.255000000000000000e+03,7.699140789532400442e-01
1.256000000000000000e+03,7.707055507902792479e-01
1.257000000000000000e+03,7.714973430126074172e-01
1.258000000000000000e+03,7.722894490500573639e-01
1.259000000000000000e+03,7.730818622167527909e-01
1.260000000000000000e+03,7.738745757089665611e-01
1.261000000000000000e+03,7.746675826029342238e-01
1.262000000000000000e+03,7.754608758526216894e-01
1.263000000000000000e+03,7.762544482874469409e-01
1.264000000000000000e+03,7.770482926099525622e-01
1.265000000000000000e+03,7.778424013934307490e-01
1.266000000000000000e+03,7.786367670794975826e-01
1.267000000000000000e+03,7.794313819756159001e-01
1.268000000000000000e+03,7.802262382525666506e-01
1.269000000000000000e+03,7.810213279418664056e-01
1.270000000000000000e+03,7.818166429331292466e-01
1.271000000000000000e+03,7.826121749713749187e-01
1.272000000000000000e+03,7.834079156542769207e-01
1.273000000000000000e+03,7.842038564293544178e-01
1.274000000000000000e+03,7.849999885911030928e-01
1.275000000000000000e+03,7.857963032780650448e-01
1.276000000000000000e+03,7.865927914698359613e-01
1.277000000000000000e+03,7.873894439840085635e-01
1.278000000000000000e+03,7.881862514730504365e-01
1.279000000000000000e+03,7.889832044211142481e-01
1.280000000000000000e+03,7.897802931407806870e-01
1.281000000000000000e+03,7.905775077697303477e-01
1.282000000000000000e+03,7.913748382673445603e-01
1.283000000000000000e+03,7.921722744112322800e-01
1.284000000000000000e+03,7.929698057936829247e-01
1.285000000000000000e+03,7.937674218180421626e-01
1.286000000000000000e+03,7.945651116950093185e-01
1.287000000000000000e+03,7.953628644388546221e-01
1.288000000000000000e+03,7.961606688635550766e-01
1.289000000000000000e+03,7.969585135788461727e-01
1.290000000000000000e+03,7.977563869861877821e-01
1.291000000000000000e+03,7.985542772746432316e-01
1.292000000000000000e+03,7.993521724166686715e-01
1.293000000000000000e+03,8.001500601638101839e-01
1.294000000000000000e+03,8.009479280423089653e-01
1.295000000000000000e+03,8.017457633486094748e-01
1.296000000000000000e+03,8.025435531447706605e-01
1.297000000000000000e+03,8.033412842537777099e-01
1.298000000000000000e+03,8.041389432547511040e-01
1.299000000000000000e+03,8.049365164780515336e-01
1.300000000000000000e+03,8.057339900002793431e-01
1.301000000000000000e+03,8.065313496391633974e-01
1.302000000000000000e+03,8.073285809483410347e-01
1.303000000000000000e+03,8.081256692120222240e-01
1.304000000000000000e+03,8.089225994395399244e-01
1.305000000000000000e+03,8.097193563597803179e-01
1.306000000000000000e+03,8.105159244154933607e-01
1.307000000000000000e+03,8.113122877574792113e-01
1.308000000000000000e+03,8.121084302386488707e-01
1.309000000000000000e+03,8.129043354079563688e-01
1.310000000000000000e+03,8.136999865041993907e-01
1.311000000000000000e+03,8.144953664496862311e-01
1.312000000000000000e+03,8.152904578437657479e-01
1.313000000000000000e+03,8.160852429562184263e-01
1.314000000000000000e+03,8.168797037205047795e-01
1.315000000000000000e+03,8.176738217268689768e-01
1.316000000000000000e+03,8.184675782152944779e-01
1.317000000000000000e+03,8.192609540683094549e-01
1.318000000000000000e+03,8.200539298036382263e-01
1.319000000000000000e+03,8.208464855666962601e-01
1.320000000000000000e+03,8.216386011229261932e-01
1.321000000000000000e+03,8.224302558499709814e-01
1.322000000000000000e+03,8.232214287296826249e-01
1.323000000000000000e+03,8.240120983399620291e-01
1.324000000000000000e+03,8.248022428464282241e-01
1.325000000000000000e+03,8.255918399939131680e-01
1.326000000000000000e+03,8.263808670977803583e-01
1.327000000000000000e+03,8.271693010350622544e-01
1.328000000000000000e+03,8.279571182354166226e-01
1.329000000000000000e+03,8.287442946718956982e-01
1.330000000000000000e+03,8.295308058515279415e-01
1.331000000000000000e+03,8.303166268057079469e-01
1.332000000000000000e+03,8.311017320803926189e-01
1.333000000000000000e+03,8.318860957261008382e-01
1.334000000000000000e+03,8.326696912877126211e-01
1.335000000000000000e+03,8.334524917940686617e-01
1.336000000000000000e+03,8.342344697473630388e-01
1.337000000000000000e+03,8.350155971123306431e-01
1.338000000000000000e+03,8.357958453052254377e-01
1.339000000000000000e+03,8.365751851825873331e-01
1.340000000000000000e+03,8.373535870297962314e-01
1.341000000000000000e+03,8.381310205494104659e-01
1.342000000000000000e+03,8.389074548492894134e-01
1.343000000000000000e+03,8.396828584304972809e-01
1.344000000000000000e+03,8.404571991749880677e-01
1.345000000000000000e+03,8.412304443330685944e-01
1.346000000000000000e+03,8.420025605106420397e-01
1.347000000000000000e+03,8.427735136562281015e-01
1.348000000000000000e+03,8.435432690477608908e-01
1.349000000000000000e+03,8.443117912791653357e-01
1.350000000000000000e+03,8.450790442467106534e-01
1.351000000000000000e+03,8.458449911351432204e-01
1.352000000000000000e+03,8.466095944035988419e-01
1.353000000000000000e+03,8.473728157712968612e-01
1.354000000000000000e+03,8.481346162030165559e-01
1.355000000000000000e+03,8.488949558943601481e-01
1.356000000000000000e+03,8.496537942568042068e-01
1.357000000000000000e+03,8.504110899025425496e-01
1.358000000000000000e+03,8.511668006291267519e-01
1.359000000000000000e+03,8.519208834039061484e-01
1.360000000000000000e+03,8.526732943482756566e-01
1.361000000000000000e+03,8.534239887217348608e-01
1.362000000000000000e+03,8.541729209057679073e-01
1.363000000000000000e+03,8.549200443875499822e-01
1.364000000000000000e+03,8.556653117434895872e-01
1.365000000000000000e+03,8.564086746226169389e-01
1.366000000000000000e+03,8.571500837298278164e-01
1.367000000000000000e+03,8.578894888089957371e-01
1.368000000000000000e+03,8.586268386259638952e-01
1.369000000000000000e+03,8.593620809514319614e-01
1.370000000000000000e+03,8.600951625437522896e-01
1.371000000000000000e+03,8.608260291316517376e-01
1.372000000000000000e+03,8.615546253968980883e-01
1.373000000000000000e+03,8.622808949569286119e-01
1.374000000000000000e+03,8.630047803474638624e-01
1.375000000000000000e+03,8.637262230051273582e-01
1.376000000000000000e+03,8.644451632500960159e-01
1.377000000000000000e+03,8.651615402688076495e-01
1.378000000000000000e+03,8.658752920967535127e-01
1.379000000000000000e+03,8.665863556013838620e-01
1.380000000000000000e+03,8.672946664651620674e-01
1.381000000000000000e+03,8.680001591687973583e-01
1.382000000000000000e+03,8.687027669746952840e-01
1.383000000000000000e+03,8.694024219106628593e-01
1.384000000000000000e+03,8.700990547539109166e-01
