1.155000000000000000e+03,1.459246380841837032e+06
1.156000000000000000e+03,1.453614804547614651e+06
1.157000000000000000e+03,1.447986187779427739e+06
1.158000000000000000e+03,1.442360565184725216e+06
1.159000000000000000e+03,1.436737971935035894e+06
1.160000000000000000e+03,1.431118443735528039e+06
1.161000000000000000e+03,1.425502016834771028e+06
1.162000000000000000e+03,1.419888728034700500e+06
1.163000000000000000e+03,1.414278614700795151e+06
1.164000000000000000e+03,1.408671714772466104e+06
1.165000000000000000e+03,1.403068066773668630e+06
1.166000000000000000e+03,1.397467709823736921e+06
1.167000000000000000e+03,1.391870683648448670e+06
1.168000000000000000e+03,1.386277028591327369e+06
1.169000000000000000e+03,1.380686785625183024e+06
1.170000000000000000e+03,1.375099996363900835e+06
1.171000000000000000e+03,1.369516703074482502e+06
1.172000000000000000e+03,1.363936948689344572e+06
1.173000000000000000e+03,1.358360776818883372e+06
1.174000000000000000e+03,1.352788231764306780e+06
1.175000000000000000e+03,1.347219358530747937e+06
1.176000000000000000e+03,1.341654202840657439e+06
1.177000000000000000e+03,1.336092811147489119e+06
1.178000000000000000e+03,1.330535230649681063e+06
1.179000000000000000e+03,1.324981509304941166e+06
1.180000000000000000e+03,1.319431695844843751e+06
1.181000000000000000e+03,1.313885839789743768e+06
1.182000000000000000e+03,1.308343991464018589e+06
1.183000000000000000e+03,1.302806202011642279e+06
1.184000000000000000e+03,1.297272523412100971e+06
1.185000000000000000e+03,1.291743008496659109e+06
1.186000000000000000e+03,1.286217710964982864e+06
1.187000000000000000e+03,1.280696685402129078e+06
1.188000000000000000e+03,1.275179987295911182e+06
1.189000000000000000e+03,1.269667673054646235e+06
1.190000000000000000e+03,1.264159800025297329e+06
1.191000000000000000e+03,1.258656426512016915e+06
1.192000000000000000e+03,1.253157611795100616e+06
1.193000000000000000e+03,1.247663416150365490e+06
1.194000000000000000e+03,1.242173900868956465e+06
1.195000000000000000e+03,1.236689128277595853e+06
1.196000000000000000e+03,1.231209161759284558e+06
1.197000000000000000e+03,1.225734065774464747e+06
1.198000000000000000e+03,1.220263905882657738e+06
1.199000000000000000e+03,1.214798748764584539e+06
1.200000000000000000e+03,1.209338662244782550e+06
1.201000000000000000e+03,1.203883715314730769e+06
1.202000000000000000e+03,1.198433978156493977e+06
1.203000000000000000e+03,1.192989522166896379e+06
1.204000000000000000e+03,1.187550419982242165e+06
1.205000000000000000e+03,1.182116745503590209e+06
1.206000000000000000e+03,1.176688573922599200e+06
1.207000000000000000e+03,1.171265981747954618e+06
1.208000000000000000e+03,1.165849046832393389e+06
1.209000000000000000e+03,1.160437848400335526e+06
1.210000000000000000e+03,1.155032467076142319e+06
1.211000000000000000e+03,1.149632984913011314e+06
1.212000000000000000e+03,1.144239485422522994e+06
1.213000000000000000e+03,1.138852053604857065e+06
1.214000000000000000e+03,1.133470775979689788e+06
1.215000000000000000e+03,1.128095740617790027e+06
1.216000000000000000e+03,1.122727037173328223e+06
1.217000000000000000e+03,1.117364756916916464e+06
1.218000000000000000e+03,1.112008992769393139e+06
1.219000000000000000e+03,1.106659839336369885e+06
1.220000000000000000e+03,1.101317392943560146e+06
1.221000000000000000e+03,1.095981751672900748e+06
1.222000000000000000e+03,1.090653015399490017e+06
1.223000000000000000e+03,1.085331285829354543e+06
1.224000000000000000e+03,1.080016666538067861e+06
1.225000000000000000e+03,1.074709263010233874e+06
1.226000000000000000e+03,1.069409182679857127e+06
1.227000000000000000e+03,1.064116534971616697e+06
1.228000000000000000e+03,1.058831431343063246e+06
1.229000000000000000e+03,1.053553985327757197e+06
1.230000000000000000e+03,1.048284312579368940e+06
1.231000000000000000e+03,1.043022530916758231e+06
1.232000000000000000e+03,1.037768760370054748e+06
1.233000000000000000e+03,1.032523123227756121e+06
1.234000000000000000e+03,1.027285744084867532e+06
1.235000000000000000e+03,1.022056749892098713e+06
1.236000000000000000e+03,1.016836270006140228e+06
1.237000000000000000e+03,1.011624436241038959e+06
1.238000000000000000e+03,1.006421382920692908e+06
1.239000000000000000e+03,1.001227246932483395e+06
1.240000000000000000e+03,9.960421677820673212e+05
1.241000000000000000e+03,9.908662876493477961e+05
1.242000000000000000e+03,9.856997514456417412e+05
1.243000000000000000e+03,9.805427068720668321e+05
1.244000000000000000e+03,9.753953044791634893e+05
1.245000000000000000e+03,9.702576977277738042e+05
